No,Sp,Species,Survival,num_seeds,Block,Pot,Pot,Raintype,Density,Composition,Culture,n_BIPI,n_OPCO,n_PHAN,n_DAAE,n_POHY,n_PRCL,n_AGCO,n_LUHY
DD4-4FH-F1,F,PRCL,1,0,DD4,4FH,DD4_4FH,DD,4,FH,Co,0,0,0,0,0,1,0,2
DD4-4FH-F2,F,PRCL,1,31.7,DD4,4FH,DD4_4FH,DD,4,FH,Co,0,0,0,0,0,1,0,2
DD4-8E-E1,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E2,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E3,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E4,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E5,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E6,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E7,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8E-E8,E,POHY,0,0,DD4,8E,DD4_8E,DD,8,E,Mono,0,0,0,0,7,0,0,0
DD4-8F-F1,F,PRCL,1,253.6,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F2,F,PRCL,1,0,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F3,F,PRCL,1,190.2,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F4,F,PRCL,1,285.3,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F5,F,PRCL,1,348.7,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F6,F,PRCL,1,126.8,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F7,F,PRCL,1,31.7,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8F-F8,F,PRCL,1,348.7,DD4,8F,DD4_8F,DD,8,F,Mono,0,0,0,0,0,7,0,0
DD4-8AE-E1,E,POHY,0,0,DD4,8AE,DD4_8AE,DD,8,AE,Co,4,0,0,0,3,0,0,0
DD4-8AE-E2,E,POHY,0,0,DD4,8AE,DD4_8AE,DD,8,AE,Co,4,0,0,0,3,0,0,0
DD4-8AE-E3,E,POHY,0,0,DD4,8AE,DD4_8AE,DD,8,AE,Co,4,0,0,0,3,0,0,0
DD4-8AE-E4,E,POHY,0,0,DD4,8AE,DD4_8AE,DD,8,AE,Co,4,0,0,0,3,0,0,0
DD4-8AF-F1,F,PRCL,0,0,DD4,8AF,DD4_8AF,DD,8,AF,Co,4,0,0,0,0,3,0,0
DD4-8AF-F2,F,PRCL,0,0,DD4,8AF,DD4_8AF,DD,8,AF,Co,4,0,0,0,0,3,0,0
DD4-8AF-F3,F,PRCL,0,0,DD4,8AF,DD4_8AF,DD,8,AF,Co,4,0,0,0,0,3,0,0
DD4-8AF-F4,F,PRCL,0,0,DD4,8AF,DD4_8AF,DD,8,AF,Co,4,0,0,0,0,3,0,0
DD4-8BE-E1,E,POHY,1,321,DD4,8BE,DD4_8BE,DD,8,BE,Co,0,4,0,0,3,0,0,0
DD4-8BE-E2,E,POHY,1,321,DD4,8BE,DD4_8BE,DD,8,BE,Co,0,4,0,0,3,0,0,0
DD4-8BE-E3,E,POHY,1,107,DD4,8BE,DD4_8BE,DD,8,BE,Co,0,4,0,0,3,0,0,0
DD4-8BE-E4,E,POHY,1,0,DD4,8BE,DD4_8BE,DD,8,BE,Co,0,4,0,0,3,0,0,0
DD4-8BF-F1,F,PRCL,0,0,DD4,8BF,DD4_8BF,DD,8,BF,Co,0,4,0,0,0,3,0,0
DD4-8BF-F2,F,PRCL,0,0,DD4,8BF,DD4_8BF,DD,8,BF,Co,0,4,0,0,0,3,0,0
DD4-8BF-F3,F,PRCL,0,0,DD4,8BF,DD4_8BF,DD,8,BF,Co,0,4,0,0,0,3,0,0
DD4-8BF-F4,F,PRCL,1,158.5,DD4,8BF,DD4_8BF,DD,8,BF,Co,0,4,0,0,0,3,0,0
DD4-8CE-E1,E,POHY,1,642,DD4,8CE,DD4_8CE,DD,8,CE,Co,0,0,4,0,3,0,0,0
DD4-8CE-E2,E,POHY,1,2568,DD4,8CE,DD4_8CE,DD,8,CE,Co,0,0,4,0,3,0,0,0
DD4-8CE-E3,E,POHY,1,428,DD4,8CE,DD4_8CE,DD,8,CE,Co,0,0,4,0,3,0,0,0
DD4-8CE-E4,E,POHY,1,428,DD4,8CE,DD4_8CE,DD,8,CE,Co,0,0,4,0,3,0,0,0
DD4-8CF-F1,F,PRCL,0,0,DD4,8CF,DD4_8CF,DD,8,CF,Co,0,0,4,0,0,3,0,0
DD4-8CF-F2,F,PRCL,0,0,DD4,8CF,DD4_8CF,DD,8,CF,Co,0,0,4,0,0,3,0,0
DD4-8CF-F3,F,PRCL,0,0,DD4,8CF,DD4_8CF,DD,8,CF,Co,0,0,4,0,0,3,0,0
DD4-8CF-F4,F,PRCL,0,0,DD4,8CF,DD4_8CF,DD,8,CF,Co,0,0,4,0,0,3,0,0
DD4-8DE-E1,E,POHY,1,214,DD4,8DE,DD4_8DE,DD,8,DE,Co,0,0,0,4,3,0,0,0
DD4-8DE-E2,E,POHY,1,214,DD4,8DE,DD4_8DE,DD,8,DE,Co,0,0,0,4,3,0,0,0
DD4-8DE-E3,E,POHY,1,214,DD4,8DE,DD4_8DE,DD,8,DE,Co,0,0,0,4,3,0,0,0
DD4-8DE-E4,E,POHY,1,214,DD4,8DE,DD4_8DE,DD,8,DE,Co,0,0,0,4,3,0,0,0
DD4-8DF-F1,F,PRCL,0,0,DD4,8DF,DD4_8DF,DD,8,DF,Co,0,0,0,4,0,3,0,0
DD4-8DF-F2,F,PRCL,0,0,DD4,8DF,DD4_8DF,DD,8,DF,Co,0,0,0,4,0,3,0,0
DD4-8DF-F3,F,PRCL,0,0,DD4,8DF,DD4_8DF,DD,8,DF,Co,0,0,0,4,0,3,0,0
DD4-8DF-F4,F,PRCL,0,0,DD4,8DF,DD4_8DF,DD,8,DF,Co,0,0,0,4,0,3,0,0
DD4-8EF-E1,E,POHY,1,321,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,3,4,0,0
DD4-8EF-E2,E,POHY,1,321,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,3,4,0,0
DD4-8EF-E3,E,POHY,1,321,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,3,4,0,0
DD4-8EF-E4,E,POHY,1,107,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,3,4,0,0
DD4-8EF-F1,F,PRCL,0,0,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,4,3,0,0
DD4-8EF-F2,F,PRCL,1,63.4,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,4,3,0,0
DD4-8EF-F3,F,PRCL,1,253.6,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,4,3,0,0
DD4-8EF-F4,F,PRCL,0,0,DD4,8EF,DD4_8EF,DD,8,EF,Co,0,0,0,0,4,3,0,0
DD4-8EG-E1,E,POHY,1,214,DD4,8EG,DD4_8EG,DD,8,EG,Co,0,0,0,0,3,0,4,0
DD4-8EG-E2,E,POHY,1,214,DD4,8EG,DD4_8EG,DD,8,EG,Co,0,0,0,0,3,0,4,0
DD4-8EG-E3,E,POHY,1,214,DD4,8EG,DD4_8EG,DD,8,EG,Co,0,0,0,0,3,0,4,0
DD4-8EG-E4,E,POHY,0,0,DD4,8EG,DD4_8EG,DD,8,EG,Co,0,0,0,0,3,0,4,0
DD4-8EH-E1,E,POHY,1,107,DD4,8EH,DD4_8EH,DD,8,EH,Co,0,0,0,0,3,0,0,4
DD4-8EH-E2,E,POHY,0,0,DD4,8EH,DD4_8EH,DD,8,EH,Co,0,0,0,0,3,0,0,4
DD4-8EH-E3,E,POHY,1,107,DD4,8EH,DD4_8EH,DD,8,EH,Co,0,0,0,0,3,0,0,4
DD4-8EH-E4,E,POHY,1,107,DD4,8EH,DD4_8EH,DD,8,EH,Co,0,0,0,0,3,0,0,4
DD4-8FG-F1,F,PRCL,1,190.2,DD4,8FG,DD4_8FG,DD,8,FG,Co,0,0,0,0,0,3,4,0
DD4-8FG-F2,F,PRCL,1,253.6,DD4,8FG,DD4_8FG,DD,8,FG,Co,0,0,0,0,0,3,4,0
DD4-8FG-F3,F,PRCL,1,0,DD4,8FG,DD4_8FG,DD,8,FG,Co,0,0,0,0,0,3,4,0
DD4-8FG-F4,F,PRCL,1,285.3,DD4,8FG,DD4_8FG,DD,8,FG,Co,0,0,0,0,0,3,4,0
DD4-8FH-F1,F,PRCL,0,0,DD4,8FH,DD4_8FH,DD,8,FH,Co,0,0,0,0,0,3,0,4
DD4-8FH-F2,F,PRCL,0,0,DD4,8FH,DD4_8FH,DD,8,FH,Co,0,0,0,0,0,3,0,4
DD4-8FH-F3,F,PRCL,0,0,DD4,8FH,DD4_8FH,DD,8,FH,Co,0,0,0,0,0,3,0,4
DD4-8FH-F4,F,PRCL,1,0,DD4,8FH,DD4_8FH,DD,8,FH,Co,0,0,0,0,0,3,0,4
WW3-2B-B1,B,OPCO,1,212.24,WW3,2B,WW3_2B,WW,2,B,Mono,0,1,0,0,0,0,0,0
WW3-2B-B2,B,OPCO,1,250.14,WW3,2B,WW3_2B,WW,2,B,Mono,0,1,0,0,0,0,0,0
WW3-2H-H1,H,LUHY,1,962,WW3,2H,WW3_2H,WW,2,H,Mono,0,0,0,0,0,0,0,1
WW3-2H-H2,H,LUHY,1,2072,WW3,2H,WW3_2H,WW,2,H,Mono,0,0,0,0,0,0,0,1
WW3-2AB-B,B,OPCO,1,106.12,WW3,2AB,WW3_2AB,WW,2,AB,Co,1,0,0,0,0,0,0,0
WW3-2AH-H,H,LUHY,1,2738,WW3,2AH,WW3_2AH,WW,2,AH,Co,1,0,0,0,0,0,0,0
WW3-2BC-B,B,OPCO,1,288.04,WW3,2BC,WW3_2BC,WW,2,BC,Co,0,0,1,0,0,0,0,0
WW3-2BD-B,B,OPCO,1,0,WW3,2BD,WW3_2BD,WW,2,BD,Co,0,0,0,1,0,0,0,0
WW3-2BE-B,B,OPCO,1,22.74,WW3,2BE,WW3_2BE,WW,2,BE,Co,0,0,0,0,1,0,0,0
WW3-2BF-B,B,OPCO,1,128.86,WW3,2BF,WW3_2BF,WW,2,BF,Co,0,0,0,0,0,1,0,0
WW3-2BG-B,B,OPCO,1,0,WW3,2BG,WW3_2BG,WW,2,BG,Co,0,0,0,0,0,0,1,0
WW3-2BH-B,B,OPCO,1,0,WW3,2BH,WW3_2BH,WW,2,BH,Co,0,0,0,0,0,0,0,1
WW3-2BH-H,H,LUHY,1,3182,WW3,2BH,WW3_2BH,WW,2,BH,Co,0,1,0,0,0,0,0,0
WW3-2CH-H,H,LUHY,1,2590,WW3,2CH,WW3_2CH,WW,2,CH,Co,0,0,1,0,0,0,0,0
WW3-2DH-H,H,LUHY,1,2664,WW3,2DH,WW3_2DH,WW,2,DH,Co,0,0,0,1,0,0,0,0
WW3-2EH-H,H,LUHY,1,4440,WW3,2EH,WW3_2EH,WW,2,EH,Co,0,0,0,0,1,0,0,0
WW3-2FH-H,H,LUHY,1,1480,WW3,2FH,WW3_2FH,WW,2,FH,Co,0,0,0,0,0,1,0,0
WW3-2GH-H,H,LUHY,1,4810,WW3,2GH,WW3_2GH,WW,2,GH,Co,0,0,0,0,0,0,1,0
WW3-4B-B1,B,OPCO,1,121.28,WW3,4B,WW3_4B,WW,4,B,Mono,0,3,0,0,0,0,0,0
WW3-4B-B2,B,OPCO,1,37.9,WW3,4B,WW3_4B,WW,4,B,Mono,0,3,0,0,0,0,0,0
WW3-4B-B3,B,OPCO,1,0,WW3,4B,WW3_4B,WW,4,B,Mono,0,3,0,0,0,0,0,0
WW3-4B-B4,B,OPCO,1,113.7,WW3,4B,WW3_4B,WW,4,B,Mono,0,3,0,0,0,0,0,0
WW3-4H-H1,H,LUHY,1,1036,WW3,4H,WW3_4H,WW,4,H,Mono,0,0,0,0,0,0,0,3
WW3-4H-H2,H,LUHY,1,1332,WW3,4H,WW3_4H,WW,4,H,Mono,0,0,0,0,0,0,0,3
WW3-4H-H3,H,LUHY,1,592,WW3,4H,WW3_4H,WW,4,H,Mono,0,0,0,0,0,0,0,3
WW3-4H-H4,H,LUHY,1,1110,WW3,4H,WW3_4H,WW,4,H,Mono,0,0,0,0,0,0,0,3
WW3-4AB-B1,B,OPCO,1,0,WW3,4AB,WW3_4AB,WW,4,AB,Co,2,1,0,0,0,0,0,0
WW3-4AB-B2,B,OPCO,1,0,WW3,4AB,WW3_4AB,WW,4,AB,Co,2,1,0,0,0,0,0,0
WW3-4AH-H1,H,LUHY,1,1406,WW3,4AH,WW3_4AH,WW,4,AH,Co,2,0,0,0,0,0,0,1
WW3-4AH-H2,H,LUHY,1,888,WW3,4AH,WW3_4AH,WW,4,AH,Co,2,0,0,0,0,0,0,1
WW3-4BC-B1,B,OPCO,1,144.02,WW3,4BC,WW3_4BC,WW,4,BC,Co,0,1,2,0,0,0,0,0
WW3-4BC-B2,B,OPCO,1,272.88,WW3,4BC,WW3_4BC,WW,4,BC,Co,0,1,2,0,0,0,0,0
WW3-4BD-B1,B,OPCO,1,30.32,WW3,4BD,WW3_4BD,WW,4,BD,Co,0,1,0,2,0,0,0,0
WW3-4BD-B2,B,OPCO,1,30.32,WW3,4BD,WW3_4BD,WW,4,BD,Co,0,1,0,2,0,0,0,0
WW3-4BE-B1,B,OPCO,1,0,WW3,4BE,WW3_4BE,WW,4,BE,Co,0,1,0,0,2,0,0,0
WW3-4BE-B2,B,OPCO,1,128.86,WW3,4BE,WW3_4BE,WW,4,BE,Co,0,1,0,0,2,0,0,0
WW3-4BF-B1,B,OPCO,1,45.48,WW3,4BF,WW3_4BF,WW,4,BF,Co,0,1,0,0,0,2,0,0
WW3-4BF-B2,B,OPCO,1,159.18,WW3,4BF,WW3_4BF,WW,4,BF,Co,0,1,0,0,0,2,0,0
WW3-4BG-B1,B,OPCO,1,0,WW3,4BG,WW3_4BG,WW,4,BG,Co,0,1,0,0,0,0,2,0
WW3-4BG-B2,B,OPCO,1,37.9,WW3,4BG,WW3_4BG,WW,4,BG,Co,0,1,0,0,0,0,2,0
WW3-4BH-B1,B,OPCO,1,0,WW3,4BH,WW3_4BH,WW,4,BH,Co,0,1,0,0,0,0,0,2
WW3-4BH-B2,B,OPCO,1,0,WW3,4BH,WW3_4BH,WW,4,BH,Co,0,1,0,0,0,0,0,2
WW3-4BH-H1,H,LUHY,1,1924,WW3,4BH,WW3_4BH,WW,4,BH,Co,0,2,0,0,0,0,0,1
WW3-4BH-H2,H,LUHY,1,1036,WW3,4BH,WW3_4BH,WW,4,BH,Co,0,2,0,0,0,0,0,1
WW3-4CH-H1,H,LUHY,1,2442,WW3,4CH,WW3_4CH,WW,4,CH,Co,0,0,2,0,0,0,0,1
WW3-4CH-H2,H,LUHY,1,2812,WW3,4CH,WW3_4CH,WW,4,CH,Co,0,0,2,0,0,0,0,1
WW3-4DH-H1,H,LUHY,1,2590,WW3,4DH,WW3_4DH,WW,4,DH,Co,0,0,0,2,0,0,0,1
WW3-4DH-H2,H,LUHY,1,2368,WW3,4DH,WW3_4DH,WW,4,DH,Co,0,0,0,2,0,0,0,1
WW3-4EH-H1,H,LUHY,1,1850,WW3,4EH,WW3_4EH,WW,4,EH,Co,0,0,0,0,2,0,0,1
WW3-4EH-H2,H,LUHY,1,1110,WW3,4EH,WW3_4EH,WW,4,EH,Co,0,0,0,0,2,0,0,1
WW3-4FH-H1,H,LUHY,1,3552,WW3,4FH,WW3_4FH,WW,4,FH,Co,0,0,0,0,0,2,0,1
WW3-4FH-H2,H,LUHY,0,0,WW3,4FH,WW3_4FH,WW,4,FH,Co,0,0,0,0,0,2,0,1
WW3-4GH-H1,H,LUHY,1,74,WW3,4GH,WW3_4GH,WW,4,GH,Co,0,0,0,0,0,0,2,1
WW3-4GH-H2,H,LUHY,1,1924,WW3,4GH,WW3_4GH,WW,4,GH,Co,0,0,0,0,0,0,2,1
WW3-8B-B1,B,OPCO,1,37.9,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B2,B,OPCO,1,136.44,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B3,B,OPCO,1,60.64,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B4,B,OPCO,1,90.96,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B5,B,OPCO,1,30.32,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B6,B,OPCO,1,37.9,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B7,B,OPCO,1,53.06,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8B-B8,B,OPCO,1,60.64,WW3,8B,WW3_8B,WW,8,B,Mono,0,7,0,0,0,0,0,0
WW3-8H-H1,H,LUHY,1,888,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H2,H,LUHY,1,814,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H3,H,LUHY,1,814,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H4,H,LUHY,1,1110,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H5,H,LUHY,1,1184,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H6,H,LUHY,1,370,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H7,H,LUHY,1,888,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8H-H8,H,LUHY,1,888,WW3,8H,WW3_8H,WW,8,H,Mono,0,0,7,0,0,0,0,0
WW3-8AB-B1,B,OPCO,1,0,WW3,8AB,WW3_8AB,WW,8,AB,Co,4,3,0,0,0,0,0,0
WW3-8AB-B2,B,OPCO,1,0,WW3,8AB,WW3_8AB,WW,8,AB,Co,4,3,0,0,0,0,0,0
WW3-8AB-B3,B,OPCO,1,0,WW3,8AB,WW3_8AB,WW,8,AB,Co,4,3,0,0,0,0,0,0
WW3-8AB-B4,B,OPCO,0,0,WW3,8AB,WW3_8AB,WW,8,AB,Co,4,3,0,0,0,0,0,0
WW3-8AH-H1,H,LUHY,1,666,WW3,8AH,WW3_8AH,WW,8,AH,Co,4,0,0,0,0,0,0,3
WW3-8AH-H2,H,LUHY,1,962,WW3,8AH,WW3_8AH,WW,8,AH,Co,4,0,0,0,0,0,0,3
WW3-8AH-H3,H,LUHY,1,444,WW3,8AH,WW3_8AH,WW,8,AH,Co,4,0,0,0,0,0,0,3
WW3-8AH-H4,H,LUHY,1,666,WW3,8AH,WW3_8AH,WW,8,AH,Co,4,0,0,0,0,0,0,3
WW3-8BC-B1,B,OPCO,1,75.8,WW3,8BC,WW3_8BC,WW,8,BC,Co,0,3,4,0,0,0,0,0
WW3-8BC-B2,B,OPCO,1,45.48,WW3,8BC,WW3_8BC,WW,8,BC,Co,0,3,4,0,0,0,0,0
WW3-8BC-B3,B,OPCO,1,0,WW3,8BC,WW3_8BC,WW,8,BC,Co,0,3,4,0,0,0,0,0
WW3-8BC-B4,B,OPCO,1,53.06,WW3,8BC,WW3_8BC,WW,8,BC,Co,0,3,4,0,0,0,0,0
WW3-8BD-B1,B,OPCO,1,30.32,WW3,8BD,WW3_8BD,WW,8,BD,Co,0,3,0,4,0,0,0,0
WW3-8BD-B2,B,OPCO,1,0,WW3,8BD,WW3_8BD,WW,8,BD,Co,0,3,0,4,0,0,0,0
WW3-8BD-B3,B,OPCO,1,0,WW3,8BD,WW3_8BD,WW,8,BD,Co,0,3,0,4,0,0,0,0
WW3-8BD-B4,B,OPCO,1,0,WW3,8BD,WW3_8BD,WW,8,BD,Co,0,3,0,4,0,0,0,0
WW3-8BE-B1,B,OPCO,1,98.54,WW3,8BE,WW3_8BE,WW,8,BE,Co,0,3,0,0,4,0,0,0
WW3-8BE-B2,B,OPCO,1,37.9,WW3,8BE,WW3_8BE,WW,8,BE,Co,0,3,0,0,4,0,0,0
WW3-8BE-B3,B,OPCO,1,37.9,WW3,8BE,WW3_8BE,WW,8,BE,Co,0,3,0,0,4,0,0,0
WW3-8BE-B4,B,OPCO,1,0,WW3,8BE,WW3_8BE,WW,8,BE,Co,0,3,0,0,4,0,0,0
WW3-8BF-B1,B,OPCO,1,0,WW3,8BF,WW3_8BF,WW,8,BF,Co,0,3,0,0,0,4,0,0
WW3-8BF-B2,B,OPCO,1,0,WW3,8BF,WW3_8BF,WW,8,BF,Co,0,3,0,0,0,4,0,0
WW3-8BF-B3,B,OPCO,1,0,WW3,8BF,WW3_8BF,WW,8,BF,Co,0,3,0,0,0,4,0,0
WW3-8BF-B4,B,OPCO,1,0,WW3,8BF,WW3_8BF,WW,8,BF,Co,0,3,0,0,0,4,0,0
WW3-8BG-B1,B,OPCO,1,60.64,WW3,8BG,WW3_8BG,WW,8,BG,Co,0,3,0,0,0,0,4,0
WW3-8BG-B2,B,OPCO,1,37.9,WW3,8BG,WW3_8BG,WW,8,BG,Co,0,3,0,0,0,0,4,0
WW3-8BG-B3,B,OPCO,1,0,WW3,8BG,WW3_8BG,WW,8,BG,Co,0,3,0,0,0,0,4,0
WW3-8BG-B4,B,OPCO,1,0,WW3,8BG,WW3_8BG,WW,8,BG,Co,0,3,0,0,0,0,4,0
WW3-8BH-B1,B,OPCO,1,0,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,3,0,0,0,0,0,4
WW3-8BH-B2,B,OPCO,1,0,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,3,0,0,0,0,0,4
WW3-8BH-B3,B,OPCO,1,30.32,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,3,0,0,0,0,0,4
WW3-8BH-B4,B,OPCO,1,0,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,3,0,0,0,0,0,4
WW3-8BH-H1,H,LUHY,1,740,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,4,0,0,0,0,0,3
WW3-8BH-H2,H,LUHY,1,1554,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,4,0,0,0,0,0,3
WW3-8BH-H3,H,LUHY,1,1036,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,4,0,0,0,0,0,3
WW3-8BH-H4,H,LUHY,1,1184,WW3,8BH,WW3_8BH,WW,8,BH,Co,0,4,0,0,0,0,0,3
WW3-8CH-H1,H,LUHY,1,444,WW3,8CH,WW3_8CH,WW,8,CH,Co,0,0,4,0,0,0,0,3
WW3-8CH-H2,H,LUHY,1,814,WW3,8CH,WW3_8CH,WW,8,CH,Co,0,0,4,0,0,0,0,3
WW3-8CH-H3,H,LUHY,1,1406,WW3,8CH,WW3_8CH,WW,8,CH,Co,0,0,4,0,0,0,0,3
WW3-8CH-H4,H,LUHY,1,1480,WW3,8CH,WW3_8CH,WW,8,CH,Co,0,0,4,0,0,0,0,3
WW3-8DH-H1,H,LUHY,1,740,WW3,8DH,WW3_8DH,WW,8,DH,Co,0,0,0,4,0,0,0,3
WW3-8DH-H2,H,LUHY,1,3330,WW3,8DH,WW3_8DH,WW,8,DH,Co,0,0,0,4,0,0,0,3
WW3-8DH-H3,H,LUHY,1,888,WW3,8DH,WW3_8DH,WW,8,DH,Co,0,0,0,4,0,0,0,3
WW3-8DH-H4,H,LUHY,1,740,WW3,8DH,WW3_8DH,WW,8,DH,Co,0,0,0,4,0,0,0,3
WW3-8EH-H1,H,LUHY,1,1332,WW3,8EH,WW3_8EH,WW,8,EH,Co,0,0,0,0,4,0,0,3
WW3-8EH-H2,H,LUHY,1,1776,WW3,8EH,WW3_8EH,WW,8,EH,Co,0,0,0,0,4,0,0,3
WW3-8EH-H3,H,LUHY,1,888,WW3,8EH,WW3_8EH,WW,8,EH,Co,0,0,0,0,4,0,0,3
WW3-8EH-H4,H,LUHY,1,1332,WW3,8EH,WW3_8EH,WW,8,EH,Co,0,0,0,0,4,0,0,3
WW3-8FH-H1,H,LUHY,1,1406,WW3,8FH,WW3_8FH,WW,8,FH,Co,0,0,0,0,0,4,0,3
WW3-8FH-H2,H,LUHY,1,592,WW3,8FH,WW3_8FH,WW,8,FH,Co,0,0,0,0,0,4,0,3
WW3-8FH-H3,H,LUHY,1,1258,WW3,8FH,WW3_8FH,WW,8,FH,Co,0,0,0,0,0,4,0,3
WW3-8FH-H4,H,LUHY,1,1628,WW3,8FH,WW3_8FH,WW,8,FH,Co,0,0,0,0,0,4,0,3
WW3-8GH-H1,H,LUHY,1,1406,WW3,8GH,WW3_8GH,WW,8,GH,Co,0,0,0,0,0,0,4,3
WW3-8GH-H2,H,LUHY,1,1036,WW3,8GH,WW3_8GH,WW,8,GH,Co,0,0,0,0,0,0,4,3
WW3-8GH-H3,H,LUHY,1,1628,WW3,8GH,WW3_8GH,WW,8,GH,Co,0,0,0,0,0,0,4,3
WW3-8GH-H4,H,LUHY,1,1406,WW3,8GH,WW3_8GH,WW,8,GH,Co,0,0,0,0,0,0,4,3
WW4-2B-B1,B,OPCO,1,159.18,WW4,2B,WW4_2B,WW,2,B,Mono,0,1,0,0,0,0,0,0
WW4-2B-B2,B,OPCO,1,227.4,WW4,2B,WW4_2B,WW,2,B,Mono,0,1,0,0,0,0,0,0
WW4-2H-H1,H,LUHY,1,2220,WW4,2H,WW4_2H,WW,2,H,Mono,0,0,0,0,0,0,0,1
WW4-2H-H2,H,LUHY,1,1628,WW4,2H,WW4_2H,WW,2,H,Mono,0,0,0,0,0,0,0,1
WW4-2AB-B,B,OPCO,1,37.9,WW4,2AB,WW4_2AB,WW,2,AB,Co,1,0,0,0,0,0,0,0
WW4-2AH-H,H,LUHY,1,2812,WW4,2AH,WW4_2AH,WW,2,AH,Co,1,0,0,0,0,0,0,0
WW4-2BC-B,B,OPCO,1,303.2,WW4,2BC,WW4_2BC,WW,2,BC,Co,0,0,1,0,0,0,0,0
WW4-2BD-B,B,OPCO,1,0,WW4,2BD,WW4_2BD,WW,2,BD,Co,0,0,0,1,0,0,0,0
WW4-2BE-B,B,OPCO,1,128.86,WW4,2BE,WW4_2BE,WW,2,BE,Co,0,0,0,0,1,0,0,0
WW4-2BF-B,B,OPCO,1,83.38,WW4,2BF,WW4_2BF,WW,2,BF,Co,0,0,0,0,0,1,0,0
WW4-2BG-B,B,OPCO,1,68.22,WW4,2BG,WW4_2BG,WW,2,BG,Co,0,0,0,0,0,0,1,0
WW4-2BH-B,B,OPCO,1,0,WW4,2BH,WW4_2BH,WW,2,BH,Co,0,0,0,0,0,0,0,1
WW4-2BH-H,H,LUHY,1,2442,WW4,2BH,WW4_2BH,WW,2,BH,Co,0,1,0,0,0,0,0,0
WW4-2CH-H,H,LUHY,1,1332,WW4,2CH,WW4_2CH,WW,2,CH,Co,0,0,1,0,0,0,0,0
